treatment_group,outcome_rating,propensity_score,verified_purchase,product_category,total_votes,helpful_votes,segment
Prime,5,0.7866916547860742,No,Apparel,9,6,Persuadable
Prime,5,0.7571940998134149,No,Apparel,30,19,Lost Cause
Prime,5,0.7881764305470706,No,Apparel,3,1,Persuadable
Prime,3,0.7937908030169029,No,Apparel,4,3,Sure Thing
Prime,5,0.3261818457325034,No,Digital_Music_Purchase,2,2,Lost Cause
Prime,3,0.7961861711189593,No,Apparel,42,37,Sure Thing
Prime,5,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,5,0.801613034522268,No,Apparel,26,24,Sleeper
Prime,5,0.7435395896286738,No,Automotive,0,0,Lost Cause
Prime,5,0.7944063001985529,No,Apparel,22,19,Sure Thing
Prime,5,0.12666706170723838,No,Health & Personal Care,0,0,Lost Cause
Prime,5,0.7981417938668754,No,Apparel,3,3,Sleeper
Prime,4,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,5,0.7975637094864633,No,Apparel,2,2,Sleeper
Prime,3,0.7932034866730083,No,Apparel,3,2,Sure Thing
Prime,5,0.7866916547860742,No,Apparel,9,6,Persuadable
Prime,5,0.7884904992263235,No,Apparel,12,9,Persuadable
Prime,4,0.12666706170723838,No,Health & Personal Care,0,0,Lost Cause
Prime,4,0.8189457299528771,No,Apparel,49,48,Sleeper
Prime,5,0.46931847891430695,No,Camera,3,3,Lost Cause
Prime,4,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.7932034866730083,No,Apparel,3,2,Sure Thing
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,3,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.7975637094864633,No,Apparel,2,2,Sleeper
Prime,5,0.3246082588678925,No,Digital_Music_Purchase,0,0,Lost Cause
Prime,5,0.78757740275796,No,Apparel,2,0,Persuadable
Prime,5,0.467533491571674,No,Camera,1,1,Lost Cause
Prime,4,0.3246082588678925,No,Digital_Music_Purchase,0,0,Lost Cause
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.12412193169753141,No,Health & Personal Care,2,1,Lost Cause
Prime,4,0.7932034866730083,No,Apparel,3,2,Sure Thing
Prime,3,0.7920251466433884,No,Apparel,1,0,Persuadable
Prime,5,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,3,0.7772672408988884,No,Apparel,19,13,Persuadable
Prime,4,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.12666706170723838,No,Health & Personal Care,0,0,Lost Cause
Prime,3,0.44097230134351206,No,Camera,5,1,Lost Cause
Prime,3,0.7738514987939115,No,Apparel,22,15,Lost Cause
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,4,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,3,0.787637657853525,No,Apparel,36,30,Persuadable
Prime,3,0.7937908030169029,No,Apparel,4,3,Sure Thing
Prime,5,0.7881764305470706,No,Apparel,3,1,Persuadable
Prime,5,0.7920251466433884,No,Apparel,1,0,Persuadable
Prime,4,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,3,0.78757740275796,No,Apparel,2,0,Persuadable
Prime,3,0.31876226510562944,No,Digital_Music_Purchase,1,0,Lost Cause
Prime,5,0.7744466915184317,No,Apparel,6,1,Persuadable
Prime,4,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.7987186440611279,No,Apparel,4,4,Sleeper
Prime,4,0.7975637094864633,No,Apparel,2,2,Sleeper
Prime,4,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,5,0.7905601797648855,No,Apparel,7,5,Persuadable
Prime,4,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,5,0.7881764305470706,No,Apparel,3,1,Persuadable
Prime,5,0.755681020433029,No,Automotive,35,33,Lost Cause
Prime,5,0.7932034866730083,No,Apparel,3,2,Sure Thing
Prime,5,0.12666706170723838,No,Health & Personal Care,0,0,Lost Cause
Prime,4,0.7945533356794423,No,Apparel,107,94,Sure Thing
Prime,3,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,4,0.7830605931842805,No,Apparel,3,0,Persuadable
Prime,4,0.3253945598991986,No,Digital_Music_Purchase,1,1,Lost Cause
Prime,5,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,5,0.46358755491084,No,Camera,22,19,Lost Cause
Prime,5,0.3301329336701795,No,Digital_Music_Purchase,7,7,Lost Cause
Prime,5,0.7992942603238775,No,Apparel,5,5,Sleeper
Prime,5,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,3,0.12373278988423611,No,Health & Personal Care,1,0,Lost Cause
Prime,5,0.7881764305470706,No,Apparel,3,1,Persuadable
Prime,5,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,2,0.7839877799529255,No,Apparel,13,9,Persuadable
Prime,5,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,5,0.7893707775305534,No,Apparel,5,3,Persuadable
Prime,4,0.31876226510562944,No,Digital_Music_Purchase,1,0,Lost Cause
Prime,5,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,3,0.7955746312472832,No,Apparel,24,21,Sure Thing
Prime,4,0.7981417938668754,No,Apparel,3,3,Sleeper
Prime,4,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,3,0.12412193169753141,No,Health & Personal Care,2,1,Lost Cause
Prime,2,0.7794779426804356,No,Apparel,48,39,Persuadable
Prime,5,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,5,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,4,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,5,0.7937908030169029,No,Apparel,4,3,Sure Thing
Prime,4,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,3,0.604977478761441,No,Apparel,35,0,Lost Cause
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,4,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,5,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,4,0.7920251466433884,No,Apparel,1,0,Persuadable
Prime,3,0.7987186440611279,No,Apparel,4,4,Sleeper
Prime,5,0.7961277137296114,No,Apparel,8,7,Sure Thing
Prime,4,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,4,0.7920251466433884,No,Apparel,1,0,Persuadable
Prime,5,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,4,0.7920251466433884,No,Apparel,1,0,Persuadable
Prime,3,0.7893707775305534,No,Apparel,5,3,Persuadable
Prime,4,0.12826157355295062,No,Health & Personal Care,4,4,Lost Cause
Prime,5,0.7975637094864633,No,Apparel,2,2,Sleeper
Prime,5,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,5,0.12826157355295062,No,Health & Personal Care,4,4,Lost Cause
Prime,5,0.22332280910588734,Yes,Apparel,1,1,Lost Cause
Prime,4,0.7920251466433884,No,Apparel,1,0,Persuadable
Prime,5,0.46664130657284103,No,Camera,0,0,Lost Cause
Prime,4,0.4684258842394097,No,Camera,2,2,Lost Cause
Prime,5,0.7937908030169029,No,Apparel,4,3,Sure Thing
Prime,3,0.7967088535680095,No,Apparel,9,8,Sleeper
Prime,5,0.7830605931842805,No,Apparel,3,0,Persuadable
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,3,0.12373278988423611,No,Health & Personal Care,1,0,Lost Cause
Prime,4,0.7943768837445078,No,Apparel,5,4,Sure Thing
Prime,3,0.30876888165708494,No,Digital_Music_Purchase,5,2,Lost Cause
Prime,5,0.12373278988423611,No,Health & Personal Care,1,0,Lost Cause
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.78757740275796,No,Apparel,2,0,Persuadable
Prime,5,0.8001697709400454,No,Apparel,15,14,Sleeper
Prime,3,0.3211018065450797,No,Digital_Music_Purchase,4,3,Lost Cause
Prime,2,0.7729250189233754,No,Apparel,29,21,Lost Cause
Prime,3,0.7697323111787742,No,Apparel,7,1,Lost Cause
Prime,5,0.7937908030169029,No,Apparel,4,3,Sure Thing
Prime,3,0.7855165894729708,No,Apparel,24,19,Persuadable
Prime,4,0.78757740275796,No,Apparel,2,0,Persuadable
Prime,5,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,5,0.7911530266768254,No,Apparel,8,6,Persuadable
Prime,4,0.7920251466433884,No,Apparel,1,0,Persuadable
Prime,4,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,1,0.7614026427816207,No,Apparel,11,3,Lost Cause
Prime,3,0.7881764305470706,No,Apparel,3,1,Persuadable
Prime,3,0.7920251466433884,No,Apparel,1,0,Persuadable
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.26335372031219295,No,Digital_Video_Download,1,1,Lost Cause
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,4,0.26544505206388264,No,Digital_Video_Download,4,4,Lost Cause
Prime,5,0.7797085155074212,No,Apparel,6,2,Persuadable
Prime,4,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,4,0.21630075957971828,Yes,Apparel,15,12,Lost Cause
Prime,5,0.7932034866730083,No,Apparel,3,2,Sure Thing
Prime,4,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.4587560713971711,No,Camera,42,36,Lost Cause
Prime,5,0.7920251466433884,No,Apparel,1,0,Persuadable
Prime,4,0.7987186440611279,No,Apparel,4,4,Sleeper
Prime,5,0.25750327617296553,No,Digital_Video_Download,1,0,Lost Cause
Prime,5,0.7975637094864633,No,Apparel,2,2,Sleeper
Prime,3,0.776319437867619,No,Apparel,9,4,Persuadable
Prime,3,0.11748998025535652,No,Health & Personal Care,10,6,Lost Cause
Prime,5,0.21932329784011861,Yes,Apparel,3,2,Lost Cause
Prime,3,0.7870375181170506,No,Apparel,35,29,Persuadable
Prime,5,0.12666706170723838,No,Health & Personal Care,0,0,Lost Cause
Prime,4,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,5,0.7878921205916636,No,Apparel,11,8,Persuadable
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,4,0.7975637094864633,No,Apparel,2,2,Sleeper
Prime,4,0.7920251466433884,No,Apparel,1,0,Persuadable
Prime,5,0.78757740275796,No,Apparel,2,0,Persuadable
Prime,5,0.7975637094864633,No,Apparel,2,2,Sleeper
Prime,4,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,3,0.78757740275796,No,Apparel,2,0,Persuadable
Prime,4,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,5,0.46664130657284103,No,Camera,0,0,Lost Cause
Prime,5,0.7893707775305534,No,Apparel,5,3,Persuadable
Prime,2,0.30383774977195105,No,Digital_Music_Purchase,7,3,Lost Cause
Prime,3,0.3246082588678925,No,Digital_Music_Purchase,0,0,Lost Cause
Prime,4,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,5,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,5,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,5,0.7876075318662966,No,Apparel,19,15,Persuadable
Prime,4,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,4,0.7893707775305534,No,Apparel,5,3,Persuadable
Prime,4,0.12666706170723838,No,Health & Personal Care,0,0,Lost Cause
Prime,5,0.7830605931842805,No,Apparel,3,0,Persuadable
Prime,5,0.7937908030169029,No,Apparel,4,3,Sure Thing
Prime,4,0.7836688596158804,No,Apparel,4,1,Persuadable
Prime,5,0.46664130657284103,No,Camera,0,0,Lost Cause
Prime,3,0.12123843361910774,No,Health & Personal Care,3,1,Lost Cause
Prime,3,0.12412193169753141,No,Health & Personal Care,2,1,Lost Cause
Prime,4,0.7926445373081527,No,Apparel,19,16,Sure Thing
Prime,4,0.7932034866730083,No,Apparel,3,2,Sure Thing
Prime,4,0.7769412214077258,No,Apparel,10,5,Persuadable
Prime,4,0.7937908030169029,No,Apparel,4,3,Sure Thing
Prime,3,0.7728934075903463,No,Apparel,12,6,Lost Cause
Prime,3,0.7887742221397077,No,Apparel,4,2,Persuadable
Prime,5,0.7932034866730083,No,Apparel,3,2,Sure Thing
Prime,3,0.7920251466433884,No,Apparel,1,0,Persuadable
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,4,0.12412193169753141,No,Health & Personal Care,2,1,Lost Cause
Prime,4,0.2714455920356264,No,Digital_Video_Download,21,20,Lost Cause
Prime,3,0.7794160207638358,No,Apparel,14,9,Persuadable
Prime,3,0.7507123406875856,No,Apparel,105,84,Lost Cause
Prime,1,0.6514151708068464,No,Apparel,99,63,Lost Cause
Prime,4,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,4,0.3246082588678925,No,Digital_Music_Purchase,0,0,Lost Cause
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,4,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.7887742221397077,No,Apparel,4,2,Persuadable
Prime,4,0.78757740275796,No,Apparel,2,0,Persuadable
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,3,0.12666706170723838,No,Health & Personal Care,0,0,Lost Cause
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,3,0.7860895676888668,No,Apparel,8,5,Persuadable
Prime,3,0.7975637094864633,No,Apparel,2,2,Sleeper
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,4,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,4,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,4,0.31876226510562944,No,Digital_Music_Purchase,1,0,Lost Cause
Prime,3,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,3,0.781259161028732,No,Apparel,17,12,Persuadable
Prime,5,0.4595567104611428,No,Camera,9,7,Lost Cause
Prime,3,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.7998686429245112,No,Apparel,6,6,Sleeper
Prime,4,0.12666706170723838,No,Health & Personal Care,0,0,Lost Cause
Prime,5,0.22270173475773658,Yes,Apparel,0,0,Lost Cause
Prime,3,0.776319437867619,No,Apparel,9,4,Persuadable
Prime,5,0.12412193169753141,No,Health & Personal Care,2,1,Lost Cause
Prime,4,0.7893707775305534,No,Apparel,5,3,Persuadable
Prime,4,0.7975637094864633,No,Apparel,2,2,Sleeper
Prime,3,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.12490336692855485,No,Health & Personal Care,4,3,Lost Cause
Prime,5,0.22270173475773658,Yes,Apparel,0,0,Lost Cause
Prime,4,0.7920251466433884,No,Apparel,1,0,Persuadable
Prime,4,0.3285495797878528,No,Digital_Music_Purchase,5,5,Lost Cause
Prime,5,0.7975637094864633,No,Apparel,2,2,Sleeper
Prime,4,0.3195411050924666,No,Digital_Music_Purchase,2,1,Lost Cause
Prime,3,0.3246082588678925,No,Digital_Music_Purchase,0,0,Lost Cause
Prime,5,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,4,0.3246082588678925,No,Digital_Music_Purchase,0,0,Lost Cause
Prime,4,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.467533491571674,No,Camera,1,1,Lost Cause
Prime,5,0.7975637094864633,No,Apparel,2,2,Sleeper
Prime,5,0.7887742221397077,No,Apparel,4,2,Persuadable
Prime,1,0.5559710810412086,No,Apparel,250,183,Lost Cause
Prime,3,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,5,0.7887742221397077,No,Apparel,4,2,Persuadable
Prime,3,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,3,0.12085708462157246,No,Health & Personal Care,2,0,Lost Cause
Prime,2,0.24831781787518378,No,Apparel,302,185,Lost Cause
Prime,4,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,5,0.22055316926686364,Yes,Apparel,5,4,Lost Cause
Prime,5,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,5,0.7943768837445078,No,Apparel,5,4,Sure Thing
Prime,4,0.12412193169753141,No,Health & Personal Care,2,1,Lost Cause
Prime,4,0.7905601797648855,No,Apparel,7,5,Persuadable
Prime,5,0.3019647026916026,No,Digital_Music_Purchase,13,8,Lost Cause
Prime,4,0.3246082588678925,No,Digital_Music_Purchase,0,0,Lost Cause
Prime,5,0.7937908030169029,No,Apparel,4,3,Sure Thing
Prime,4,0.12666706170723838,No,Health & Personal Care,0,0,Lost Cause
Prime,5,0.12666706170723838,No,Health & Personal Care,0,0,Lost Cause
Prime,5,0.7937908030169029,No,Apparel,4,3,Sure Thing
Prime,4,0.7435395896286738,No,Automotive,0,0,Lost Cause
Prime,5,0.8086558738471183,No,Apparel,47,44,Sleeper
Prime,5,0.7801243275985271,No,Apparel,66,55,Persuadable
Prime,3,0.7887742221397077,No,Apparel,4,2,Persuadable
Prime,4,0.7887742221397077,No,Apparel,4,2,Persuadable
Prime,5,0.7984738475817098,No,Apparel,29,26,Sleeper
Prime,5,0.7854862445379855,No,Apparel,7,4,Persuadable
Prime,4,0.7864058920251816,No,Apparel,17,13,Persuadable
Prime,5,0.7981417938668754,No,Apparel,3,3,Sleeper
Prime,5,0.7932034866730083,No,Apparel,3,2,Sure Thing
Prime,3,0.7937908030169029,No,Apparel,4,3,Sure Thing
Prime,5,0.7710640287958218,No,Apparel,43,33,Lost Cause
Prime,5,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,5,0.7899660967301603,No,Apparel,6,4,Persuadable
Prime,4,0.7937908030169029,No,Apparel,4,3,Sure Thing
Prime,2,0.7923350123790284,No,Apparel,10,8,Persuadable
Prime,4,0.7888342287725915,No,Apparel,38,32,Persuadable
Prime,5,0.7920251466433884,No,Apparel,1,0,Persuadable
Prime,4,0.7937908030169029,No,Apparel,4,3,Sure Thing
Prime,4,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,4,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,3,0.3246082588678925,No,Digital_Music_Purchase,0,0,Lost Cause
Prime,4,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,4,0.7887742221397077,No,Apparel,4,2,Persuadable
Prime,4,0.7842758903999808,No,Apparel,5,2,Persuadable
Prime,4,0.7932034866730083,No,Apparel,3,2,Sure Thing
Prime,4,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,5,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,4,0.7836688596158804,No,Apparel,4,1,Persuadable
Prime,2,0.7643042298834088,No,Apparel,7,0,Lost Cause
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,4,0.7920251466433884,No,Apparel,1,0,Persuadable
Prime,4,0.46222846225593234,No,Camera,12,10,Lost Cause
Prime,2,0.7797085155074212,No,Apparel,6,2,Persuadable
Prime,5,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,5,0.8109196974593276,No,Apparel,85,78,Sleeper
Prime,5,0.7950204346366577,No,Apparel,40,35,Sure Thing
Prime,4,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.7932034866730083,No,Apparel,3,2,Sure Thing
Prime,4,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.12666706170723838,No,Health & Personal Care,0,0,Lost Cause
Prime,3,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,5,0.46265158238482706,No,Camera,4,3,Lost Cause
Prime,4,0.7887742221397077,No,Apparel,4,2,Persuadable
Prime,5,0.7435395896286738,No,Automotive,0,0,Lost Cause
Prime,5,0.3253945598991986,No,Digital_Music_Purchase,1,1,Lost Cause
Prime,5,0.7836688596158804,No,Apparel,4,1,Persuadable
Prime,5,0.7397797775699259,No,Automotive,3,2,Lost Cause
Prime,5,0.7893707775305534,No,Apparel,5,3,Persuadable
Prime,5,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,5,0.78757740275796,No,Apparel,2,0,Persuadable
Prime,4,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.7842758903999808,No,Apparel,5,2,Persuadable
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,3,0.7932034866730083,No,Apparel,3,2,Sure Thing
Prime,5,0.7435395896286738,No,Automotive,0,0,Lost Cause
Prime,5,0.7842758903999808,No,Apparel,5,2,Persuadable
Prime,3,0.12451212346611629,No,Health & Personal Care,3,2,Lost Cause
Prime,5,0.7938202815538706,No,Apparel,21,18,Sure Thing
Prime,5,0.12373278988423611,No,Health & Personal Care,1,0,Lost Cause
Prime,3,0.8021538426053292,No,Apparel,10,10,Sleeper
Prime,4,0.7932034866730083,No,Apparel,3,2,Sure Thing
Prime,5,0.25750327617296553,No,Digital_Video_Download,1,0,Lost Cause
Prime,4,0.26232945852263245,No,Digital_Video_Download,8,7,Lost Cause
Prime,4,0.78757740275796,No,Apparel,2,0,Persuadable
Prime,5,0.7961277137296114,No,Apparel,8,7,Sure Thing
Prime,4,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,4,0.7943768837445078,No,Apparel,5,4,Sure Thing
Prime,5,0.7943768837445078,No,Apparel,5,4,Sure Thing
Prime,2,0.776319437867619,No,Apparel,9,4,Persuadable
Prime,5,0.467533491571674,No,Camera,1,1,Lost Cause
Prime,4,0.7920251466433884,No,Apparel,1,0,Persuadable
Prime,4,0.7932034866730083,No,Apparel,3,2,Sure Thing
Prime,1,0.6732147841799329,No,Apparel,194,150,Lost Cause
Prime,3,0.7998686429245112,No,Apparel,6,6,Sleeper
Prime,4,0.7842758903999808,No,Apparel,5,2,Persuadable
Prime,5,0.7937908030169029,No,Apparel,4,3,Sure Thing
Prime,4,0.4484733995763413,No,Camera,5,2,Lost Cause
Prime,4,0.7987186440611279,No,Apparel,4,4,Sleeper
Prime,5,0.7803235439943649,No,Apparel,7,3,Persuadable
Prime,3,0.7837299189493132,No,Apparel,38,31,Persuadable
Prime,5,0.7887742221397077,No,Apparel,4,2,Persuadable
Prime,5,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,5,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,4,0.32032095325902354,No,Digital_Music_Purchase,3,2,Lost Cause
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,2,0.7854862445379855,No,Apparel,7,4,Persuadable
Prime,5,0.7975637094864633,No,Apparel,2,2,Sleeper
Prime,4,0.7981417938668754,No,Apparel,3,3,Sleeper
Prime,2,0.7502249660268921,No,Apparel,28,16,Lost Cause
Prime,5,0.7750721725708467,No,Apparel,7,2,Persuadable
Prime,5,0.12373278988423611,No,Health & Personal Care,1,0,Lost Cause
Prime,4,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.7881764305470706,No,Apparel,3,1,Persuadable
Prime,4,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,3,0.31876226510562944,No,Digital_Music_Purchase,1,0,Lost Cause
Prime,5,0.7943768837445078,No,Apparel,5,4,Sure Thing
Prime,5,0.8510037502082678,No,Apparel,648,584,Sleeper
Prime,4,0.26335372031219295,No,Digital_Video_Download,1,1,Lost Cause
Prime,5,0.46664130657284103,No,Camera,0,0,Lost Cause
Prime,5,0.7842758903999808,No,Apparel,5,2,Persuadable
Prime,4,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,5,0.7893707775305534,No,Apparel,5,3,Persuadable
Prime,4,0.7893707775305534,No,Apparel,5,3,Persuadable
Prime,5,0.7943768837445078,No,Apparel,5,4,Sure Thing
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Non-Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Non-Prime,5,0.7548635975968858,No,Apparel,18,8,Lost Cause
Non-Prime,2,0.7969843906800329,No,Apparel,1,1,Sleeper
Non-Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Non-Prime,5,0.7926149345857402,No,Apparel,2,1,Persuadable
Non-Prime,5,0.7920251466433884,No,Apparel,1,0,Persuadable
Non-Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Non-Prime,5,0.7887742221397077,No,Apparel,4,2,Persuadable
Non-Prime,3,0.7932034866730083,No,Apparel,3,2,Sure Thing
Non-Prime,5,0.7926149345857402,No,Apparel,2,1,Persuadable
Non-Prime,1,0.729274031562128,No,Apparel,40,23,Lost Cause
Non-Prime,5,0.7920251466433884,No,Apparel,1,0,Persuadable
Non-Prime,4,0.7937908030169029,No,Apparel,4,3,Sure Thing
Non-Prime,5,0.7926149345857402,No,Apparel,2,1,Persuadable
Non-Prime,5,0.7917446375237484,No,Apparel,9,7,Persuadable
Non-Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Non-Prime,3,0.8022681476897101,No,Apparel,78,70,Sleeper
Non-Prime,5,0.32032095325902354,No,Digital_Music_Purchase,3,2,Lost Cause
Non-Prime,3,0.8345204800607552,No,Apparel,198,183,Sleeper
Non-Prime,4,0.467533491571674,No,Camera,1,1,Lost Cause
Non-Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Non-Prime,1,0.7687939978298413,No,Apparel,14,7,Lost Cause
Non-Prime,3,0.7932034866730083,No,Apparel,3,2,Sure Thing
Non-Prime,2,0.7969843906800329,No,Apparel,1,1,Sleeper
Non-Prime,5,0.12786134791119777,No,Health & Personal Care,3,3,Lost Cause
Non-Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Non-Prime,5,0.16366131383043578,No,Grocery,0,0,Lost Cause
Non-Prime,3,0.7864058920251816,No,Apparel,17,13,Persuadable
Non-Prime,4,0.7893707775305534,No,Apparel,5,3,Persuadable
Non-Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Non-Prime,2,0.7969843906800329,No,Apparel,1,1,Sleeper
Non-Prime,5,0.12085708462157246,No,Health & Personal Care,2,0,Lost Cause
Non-Prime,1,0.729274031562128,No,Apparel,40,23,Lost Cause
Non-Prime,2,0.7969843906800329,No,Apparel,1,1,Sleeper
Non-Prime,5,0.7887742221397077,No,Apparel,4,2,Persuadable
Non-Prime,5,0.7926149345857402,No,Apparel,2,1,Persuadable
Non-Prime,4,0.467533491571674,No,Camera,1,1,Lost Cause
Non-Prime,2,0.7969843906800329,No,Apparel,1,1,Sleeper
Non-Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Non-Prime,4,0.467533491571674,No,Camera,1,1,Lost Cause
Non-Prime,5,0.7920251466433884,No,Apparel,1,0,Persuadable
Non-Prime,4,0.3246082588678925,No,Digital_Music_Purchase,0,0,Lost Cause
Non-Prime,5,0.21006299589450853,No,Electronics,2,2,Lost Cause
Non-Prime,2,0.7969843906800329,No,Apparel,1,1,Sleeper
Non-Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Non-Prime,5,0.7926149345857402,No,Apparel,2,1,Persuadable
Non-Prime,4,0.78757740275796,No,Apparel,2,0,Persuadable
Non-Prime,2,0.7969843906800329,No,Apparel,1,1,Sleeper
Non-Prime,2,0.7969843906800329,No,Apparel,1,1,Sleeper
Non-Prime,5,0.7926149345857402,No,Apparel,2,1,Persuadable
Non-Prime,5,0.7920251466433884,No,Apparel,1,0,Persuadable
Non-Prime,3,0.8022681476897101,No,Apparel,78,70,Sleeper
